Leading Cancer Sites,Leading Cancer Sites Code,Sex,Sex Code,Year,States,States Code,Count
Pancreas,21100,Male,M,2003,Missouri,29,346
Pancreas,21100,Male,M,2003,Montana,30,60
Pancreas,21100,Male,M,2003,Nebraska,31,96
Pancreas,21100,Male,M,2003,Nevada,32,121
Pancreas,21100,Male,M,2003,New Hampshire,33,61
Pancreas,21100,Male,M,2003,New Jersey,34,529
Pancreas,21100,Male,M,2003,New Mexico,35,97
Pancreas,21100,Male,M,2003,New York,36,1249
Pancreas,21100,Male,M,2003,North Carolina,37,458
Pancreas,21100,Male,M,2003,North Dakota,38,33
Pancreas,21100,Male,M,2003,Ohio,39,629
Pancreas,21100,Male,M,2003,Oklahoma,40,200
Pancreas,21100,Male,M,2003,Oregon,41,232
Pancreas,21100,Male,M,2003,Pennsylvania,42,885
Pancreas,21100,Male,M,2003,Rhode Island,44,72
Pancreas,21100,Male,M,2003,South Carolina,45,224
Pancreas,21100,Male,M,2003,South Dakota,46,40
Pancreas,21100,Male,M,2003,Tennessee,47,347
Pancreas,21100,Male,M,2003,Texas,48,1039
Pancreas,21100,Male,M,2003,Utah,49,92
Pancreas,21100,Male,M,2003,Vermont,50,28
Pancreas,21100,Male,M,2003,Virginia,51,394
Pancreas,21100,Male,M,2003,Washington,53,341
Pancreas,21100,Male,M,2003,West Virginia,54,103
Pancreas,21100,Male,M,2003,Wisconsin,55,329
Pancreas,21100,Male,M,2003,Wyoming,56,26
Pancreas,21100,Male,M,2004,Alabama,1,255
Pancreas,21100,Male,M,2004,Alaska,2,32
Pancreas,21100,Male,M,2004,Arizona,4,286
Pancreas,21100,Male,M,2004,Arkansas,5,146
Pancreas,21100,Male,M,2004,California,6,1749
Pancreas,21100,Male,M,2004,Colorado,8,206
Pancreas,21100,Male,M,2004,Connecticut,9,247
Pancreas,21100,Male,M,2004,Delaware,10,50
Pancreas,21100,Male,M,2004,District of Columbia,11,34
Pancreas,21100,Male,M,2004,Florida,12,1306
Pancreas,21100,Male,M,2004,Georgia,13,420
Pancreas,21100,Male,M,2004,Hawaii,15,81
Pancreas,21100,Male,M,2004,Idaho,16,86
Pancreas,21100,Male,M,2004,Illinois,17,819
Pancreas,21100,Male,M,2004,Indiana,18,355
Pancreas,21100,Male,M,2004,Iowa,19,202
Pancreas,21100,Male,M,2004,Kansas,20,149
Pancreas,21100,Male,M,2004,Kentucky,21,230
Pancreas,21100,Male,M,2004,Louisiana,22,271
Pancreas,21100,Male,M,2004,Maine,23,102
Pancreas,21100,Male,M,2004,Maryland,24,315
Pancreas,21100,Male,M,2004,Massachusetts,25,371
Pancreas,21100,Male,M,2004,Michigan,26,662
Pancreas,21100,Male,M,2004,Minnesota,27,257
Pancreas,21100,Male,M,2004,Mississippi,28,153
Pancreas,21100,Male,M,2004,Missouri,29,349
Pancreas,21100,Male,M,2004,Montana,30,69
Pancreas,21100,Male,M,2004,Nebraska,31,102
Pancreas,21100,Male,M,2004,Nevada,32,118
Pancreas,21100,Male,M,2004,New Hampshire,33,65
Pancreas,21100,Male,M,2004,New Jersey,34,563
Pancreas,21100,Male,M,2004,New Mexico,35,98
Pancreas,21100,Male,M,2004,New York,36,1210
Pancreas,21100,Male,M,2004,North Carolina,37,490
Pancreas,21100,Male,M,2004,North Dakota,38,39
Pancreas,21100,Male,M,2004,Ohio,39,690
Pancreas,21100,Male,M,2004,Oklahoma,40,208
Pancreas,21100,Male,M,2004,Oregon,41,208
Pancreas,21100,Male,M,2004,Pennsylvania,42,934
Pancreas,21100,Male,M,2004,Rhode Island,44,76
Pancreas,21100,Male,M,2004,South Carolina,45,254
Pancreas,21100,Male,M,2004,South Dakota,46,51
Pancreas,21100,Male,M,2004,Tennessee,47,313
Pancreas,21100,Male,M,2004,Texas,48,1130
Pancreas,21100,Male,M,2004,Utah,49,101
Pancreas,21100,Male,M,2004,Vermont,50,41
Pancreas,21100,Male,M,2004,Virginia,51,395
Pancreas,21100,Male,M,2004,Washington,53,332
Pancreas,21100,Male,M,2004,West Virginia,54,114
Pancreas,21100,Male,M,2004,Wisconsin,55,343
Pancreas,21100,Male,M,2004,Wyoming,56,24
Pancreas,21100,Male,M,2005,Alabama,1,274
Pancreas,21100,Male,M,2005,Alaska,2,21
Pancreas,21100,Male,M,2005,Arizona,4,319
Pancreas,21100,Male,M,2005,Arkansas,5,189
Pancreas,21100,Male,M,2005,California,6,1848
Pancreas,21100,Male,M,2005,Colorado,8,206
Pancreas,21100,Male,M,2005,Connecticut,9,278
Pancreas,21100,Male,M,2005,Delaware,10,63
Pancreas,21100,Male,M,2005,District of Columbia,11,31
Pancreas,21100,Male,M,2005,Florida,12,1371
Pancreas,21100,Male,M,2005,Georgia,13,438
Pancreas,21100,Male,M,2005,Hawaii,15,93
Pancreas,21100,Male,M,2005,Idaho,16,78
Pancreas,21100,Male,M,2005,Illinois,17,788
Pancreas,21100,Male,M,2005,Indiana,18,350
Pancreas,21100,Male,M,2005,Iowa,19,184
Pancreas,21100,Male,M,2005,Kansas,20,128
Pancreas,21100,Male,M,2005,Kentucky,21,250
Pancreas,21100,Male,M,2005,Louisiana,22,280
Pancreas,21100,Male,M,2005,Maine,23,110
Pancreas,21100,Male,M,2005,Maryland,24,338
Pancreas,21100,Male,M,2005,Massachusetts,25,419
Pancreas,21100,Male,M,2005,Michigan,26,644
Pancreas,21100,Male,M,2005,Minnesota,27,269
Pancreas,21100,Male,M,2005,Mississippi,28,142
Pancreas,21100,Male,M,2005,Missouri,29,375
Pancreas,21100,Male,M,2005,Montana,30,69
Pancreas,21100,Male,M,2005,Nebraska,31,116
Pancreas,21100,Male,M,2005,Nevada,32,141
Pancreas,21100,Male,M,2005,New Hampshire,33,84
Pancreas,21100,Male,M,2005,New Jersey,34,561
Pancreas,21100,Male,M,2005,New Mexico,35,111
Pancreas,21100,Male,M,2005,New York,36,1251
Pancreas,21100,Male,M,2005,North Carolina,37,507
Pancreas,21100,Male,M,2005,North Dakota,38,44
Pancreas,21100,Male,M,2005,Ohio,39,703
Pancreas,21100,Male,M,2005,Oklahoma,40,208
Pancreas,21100,Male,M,2005,Oregon,41,198
Pancreas,21100,Male,M,2005,Pennsylvania,42,892
Pancreas,21100,Male,M,2005,Rhode Island,44,50
Pancreas,21100,Male,M,2005,South Carolina,45,255
Pancreas,21100,Male,M,2005,South Dakota,46,52
Pancreas,21100,Male,M,2005,Tennessee,47,332
Pancreas,21100,Male,M,2005,Texas,48,1137
Pancreas,21100,Male,M,2005,Utah,49,86
Pancreas,21100,Male,M,2005,Vermont,50,34
Pancreas,21100,Male,M,2005,Virginia,51,443
Pancreas,21100,Male,M,2005,Washington,53,365
Pancreas,21100,Male,M,2005,West Virginia,54,113
Pancreas,21100,Male,M,2005,Wisconsin,55,334
Pancreas,21100,Male,M,2005,Wyoming,56,19
Pancreas,21100,Male,M,2006,Alabama,1,301
Pancreas,21100,Male,M,2006,Alaska,2,28
Pancreas,21100,Male,M,2006,Arizona,4,343
Pancreas,21100,Male,M,2006,Arkansas,5,171
Pancreas,21100,Male,M,2006,California,6,1875
Pancreas,21100,Male,M,2006,Colorado,8,238
Pancreas,21100,Male,M,2006,Connecticut,9,264
Pancreas,21100,Male,M,2006,Delaware,10,50
Pancreas,21100,Male,M,2006,District of Columbia,11,37
Pancreas,21100,Male,M,2006,Florida,12,1437
Pancreas,21100,Male,M,2006,Georgia,13,431
Pancreas,21100,Male,M,2006,Hawaii,15,90
Pancreas,21100,Male,M,2006,Idaho,16,97
Pancreas,21100,Male,M,2006,Illinois,17,805
Pancreas,21100,Male,M,2006,Indiana,18,408
Pancreas,21100,Male,M,2006,Iowa,19,201
Pancreas,21100,Male,M,2006,Kansas,20,166
Pancreas,21100,Male,M,2006,Kentucky,21,271
Pancreas,21100,Male,M,2006,Louisiana,22,290
Pancreas,21100,Male,M,2006,Maine,23,81
Pancreas,21100,Male,M,2006,Maryland,24,326
Pancreas,21100,Male,M,2006,Massachusetts,25,422
Pancreas,21100,Male,M,2006,Michigan,26,729
Pancreas,21100,Male,M,2006,Minnesota,27,269
Pancreas,21100,Male,M,2006,Mississippi,28,184
Pancreas,21100,Male,M,2006,Missouri,29,400
Pancreas,21100,Male,M,2006,Montana,30,61
Pancreas,21100,Male,M,2006,Nebraska,31,124
Pancreas,21100,Male,M,2006,Nevada,32,159
Pancreas,21100,Male,M,2006,New Hampshire,33,87
Pancreas,21100,Male,M,2006,New Jersey,34,588
Pancreas,21100,Male,M,2006,New Mexico,35,112
Pancreas,21100,Male,M,2006,New York,36,1278
Pancreas,21100,Male,M,2006,North Carolina,37,523
Pancreas,21100,Male,M,2006,North Dakota,38,46
Pancreas,21100,Male,M,2006,Ohio,39,759
Pancreas,21100,Male,M,2006,Oklahoma,40,199
Pancreas,21100,Male,M,2006,Oregon,41,225
Pancreas,21100,Male,M,2006,Pennsylvania,42,952
Pancreas,21100,Male,M,2006,Rhode Island,44,66
Pancreas,21100,Male,M,2006,South Carolina,45,310
Pancreas,21100,Male,M,2006,South Dakota,46,41
Pancreas,21100,Male,M,2006,Tennessee,47,340
Pancreas,21100,Male,M,2006,Texas,48,1107
Pancreas,21100,Male,M,2006,Utah,49,90
Pancreas,21100,Male,M,2006,Vermont,50,34
Pancreas,21100,Male,M,2006,Virginia,51,433
Pancreas,21100,Male,M,2006,Washington,53,396
Pancreas,21100,Male,M,2006,West Virginia,54,136
Pancreas,21100,Male,M,2006,Wisconsin,55,358
Pancreas,21100,Male,M,2006,Wyoming,56,35
Pancreas,21100,Male,M,2007,Alabama,1,307
Pancreas,21100,Male,M,2007,Alaska,2,31
Pancreas,21100,Male,M,2007,Arizona,4,383
Pancreas,21100,Male,M,2007,Arkansas,5,187
Pancreas,21100,Male,M,2007,California,6,1936
Pancreas,21100,Male,M,2007,Colorado,8,239
Pancreas,21100,Male,M,2007,Connecticut,9,278
Pancreas,21100,Male,M,2007,Delaware,10,59
Pancreas,21100,Male,M,2007,District of Columbia,11,43
Pancreas,21100,Male,M,2007,Florida,12,1395
Pancreas,21100,Male,M,2007,Georgia,13,546
Pancreas,21100,Male,M,2007,Hawaii,15,105
Pancreas,21100,Male,M,2007,Idaho,16,95
Pancreas,21100,Male,M,2007,Illinois,17,816
Pancreas,21100,Male,M,2007,Indiana,18,401
Pancreas,21100,Male,M,2007,Iowa,19,206
Pancreas,21100,Male,M,2007,Kansas,20,142
Pancreas,21100,Male,M,2007,Kentucky,21,267
Pancreas,21100,Male,M,2007,Louisiana,22,263
Pancreas,21100,Male,M,2007,Maine,23,95
Pancreas,21100,Male,M,2007,Maryland,24,348
Pancreas,21100,Male,M,2007,Massachusetts,25,420
Pancreas,21100,Male,M,2007,Michigan,26,753
Pancreas,21100,Male,M,2007,Minnesota,27,278
Pancreas,21100,Male,M,2007,Mississippi,28,187
Pancreas,21100,Male,M,2007,Missouri,29,401
Pancreas,21100,Male,M,2007,Montana,30,62
Pancreas,21100,Male,M,2007,Nebraska,31,96
Pancreas,21100,Male,M,2007,Nevada,32,143
Pancreas,21100,Male,M,2007,New Hampshire,33,97
Pancreas,21100,Male,M,2007,New Jersey,34,643
Pancreas,21100,Male,M,2007,New Mexico,35,111
Pancreas,21100,Male,M,2007,New York,36,1354
Pancreas,21100,Male,M,2007,North Carolina,37,527
Pancreas,21100,Male,M,2007,North Dakota,38,51
Pancreas,21100,Male,M,2007,Ohio,39,809
Pancreas,21100,Male,M,2007,Oklahoma,40,240
Pancreas,21100,Male,M,2007,Oregon,41,244
Pancreas,21100,Male,M,2007,Pennsylvania,42,934
Pancreas,21100,Male,M,2007,Rhode Island,44,62
Pancreas,21100,Male,M,2007,South Carolina,45,282
Pancreas,21100,Male,M,2007,South Dakota,46,49
Pancreas,21100,Male,M,2007,Tennessee,47,385
Pancreas,21100,Male,M,2007,Texas,48,1189
Pancreas,21100,Male,M,2007,Utah,49,96
Pancreas,21100,Male,M,2007,Vermont,50,49
Pancreas,21100,Male,M,2007,Virginia,51,427
Pancreas,21100,Male,M,2007,Washington,53,394
Pancreas,21100,Male,M,2007,West Virginia,54,144
Pancreas,21100,Male,M,2007,Wisconsin,55,391
Pancreas,21100,Male,M,2007,Wyoming,56,27
Pancreas,21100,Male,M,2008,Alabama,1,348
Pancreas,21100,Male,M,2008,Alaska,2,44
Pancreas,21100,Male,M,2008,Arizona,4,356
Pancreas,21100,Male,M,2008,Arkansas,5,196
Pancreas,21100,Male,M,2008,California,6,1979
Pancreas,21100,Male,M,2008,Colorado,8,245
Pancreas,21100,Male,M,2008,Connecticut,9,292
Pancreas,21100,Male,M,2008,Delaware,10,75
Pancreas,21100,Male,M,2008,District of Columbia,11,42
Pancreas,21100,Male,M,2008,Florida,12,1470
Pancreas,21100,Male,M,2008,Georgia,13,539
Pancreas,21100,Male,M,2008,Hawaii,15,97
Pancreas,21100,Male,M,2008,Idaho,16,78
Pancreas,21100,Male,M,2008,Illinois,17,872
Pancreas,21100,Male,M,2008,Indiana,18,407
Pancreas,21100,Male,M,2008,Iowa,19,225
Pancreas,21100,Male,M,2008,Kansas,20,194
Pancreas,21100,Male,M,2008,Kentucky,21,267
Pancreas,21100,Male,M,2008,Louisiana,22,307
Pancreas,21100,Male,M,2008,Maine,23,108
Pancreas,21100,Male,M,2008,Maryland,24,347
Pancreas,21100,Male,M,2008,Massachusetts,25,440
Pancreas,21100,Male,M,2008,Michigan,26,747
Pancreas,21100,Male,M,2008,Minnesota,27,317
Pancreas,21100,Male,M,2008,Mississippi,28,210
Pancreas,21100,Male,M,2008,Missouri,29,388
Pancreas,21100,Male,M,2008,Montana,30,69
Pancreas,21100,Male,M,2008,Nebraska,31,128
Pancreas,21100,Male,M,2008,Nevada,32,173
Pancreas,21100,Male,M,2008,New Hampshire,33,92
Pancreas,21100,Male,M,2008,New Jersey,34,635
Pancreas,21100,Male,M,2008,New Mexico,35,126
Pancreas,21100,Male,M,2008,New York,36,1399
Pancreas,21100,Male,M,2008,North Carolina,37,520
Pancreas,21100,Male,M,2008,North Dakota,38,61
Pancreas,21100,Male,M,2008,Ohio,39,835
Pancreas,21100,Male,M,2008,Oklahoma,40,225
Pancreas,21100,Male,M,2008,Oregon,41,261
Pancreas,21100,Male,M,2008,Pennsylvania,42,988
Pancreas,21100,Male,M,2008,Rhode Island,44,79
Pancreas,21100,Male,M,2008,South Carolina,45,286
Pancreas,21100,Male,M,2008,South Dakota,46,39
Pancreas,21100,Male,M,2008,Tennessee,47,415
Pancreas,21100,Male,M,2008,Texas,48,1289
Pancreas,21100,Male,M,2008,Utah,49,114
Pancreas,21100,Male,M,2008,Vermont,50,59
Pancreas,21100,Male,M,2008,Virginia,51,490
Pancreas,21100,Male,M,2008,Washington,53,431
Pancreas,21100,Male,M,2008,West Virginia,54,123
Pancreas,21100,Male,M,2008,Wisconsin,55,403
Pancreas,21100,Male,M,2008,Wyoming,56,35
Pancreas,21100,Male,M,2009,Alabama,1,316
Pancreas,21100,Male,M,2009,Alaska,2,35
Pancreas,21100,Male,M,2009,Arizona,4,381
Pancreas,21100,Male,M,2009,Arkansas,5,183
Pancreas,21100,Male,M,2009,California,6,2099
Pancreas,21100,Male,M,2009,Colorado,8,242
Pancreas,21100,Male,M,2009,Connecticut,9,273
Pancreas,21100,Male,M,2009,Delaware,10,85
Pancreas,21100,Male,M,2009,District of Columbia,11,41
Pancreas,21100,Male,M,2009,Florida,12,1589
Pancreas,21100,Male,M,2009,Georgia,13,534
Pancreas,21100,Male,M,2009,Hawaii,15,103
Pancreas,21100,Male,M,2009,Idaho,16,98
Pancreas,21100,Male,M,2009,Illinois,17,905
Pancreas,21100,Male,M,2009,Indiana,18,432
Pancreas,21100,Male,M,2009,Iowa,19,234
Pancreas,21100,Male,M,2009,Kansas,20,167
Pancreas,21100,Male,M,2009,Kentucky,21,303
Pancreas,21100,Male,M,2009,Louisiana,22,305
Pancreas,21100,Male,M,2009,Maine,23,101
Pancreas,21100,Male,M,2009,Maryland,24,362
Pancreas,21100,Male,M,2009,Massachusetts,25,453
Pancreas,21100,Male,M,2009,Michigan,26,757
Pancreas,21100,Male,M,2009,Minnesota,27,314
Pancreas,21100,Male,M,2009,Mississippi,28,206
Pancreas,21100,Male,M,2009,Missouri,29,407
Pancreas,21100,Male,M,2009,Montana,30,66
Pancreas,21100,Male,M,2009,Nebraska,31,113
Pancreas,21100,Male,M,2009,Nevada,32,164
Pancreas,21100,Male,M,2009,New Hampshire,33,94
Pancreas,21100,Male,M,2009,New Jersey,34,679
Pancreas,21100,Male,M,2009,New Mexico,35,125
Pancreas,21100,Male,M,2009,New York,36,1500
Pancreas,21100,Male,M,2009,North Carolina,37,588
Pancreas,21100,Male,M,2009,North Dakota,38,47
Pancreas,21100,Male,M,2009,Ohio,39,800
Pancreas,21100,Male,M,2009,Oklahoma,40,247
Pancreas,21100,Male,M,2009,Oregon,41,253
Pancreas,21100,Male,M,2009,Pennsylvania,42,966
Pancreas,21100,Male,M,2009,Rhode Island,44,80
Pancreas,21100,Male,M,2009,South Carolina,45,291
Pancreas,21100,Male,M,2009,South Dakota,46,58
Pancreas,21100,Male,M,2009,Tennessee,47,420
Pancreas,21100,Male,M,2009,Texas,48,1255
Pancreas,21100,Male,M,2009,Utah,49,114
Pancreas,21100,Male,M,2009,Vermont,50,56
Pancreas,21100,Male,M,2009,Virginia,51,474
Pancreas,21100,Male,M,2009,Washington,53,455
Pancreas,21100,Male,M,2009,West Virginia,54,135
Pancreas,21100,Male,M,2009,Wisconsin,55,422
Pancreas,21100,Male,M,2009,Wyoming,56,31
Pancreas,21100,Male,M,2010,Alabama,1,329
Pancreas,21100,Male,M,2010,Alaska,2,37
Pancreas,21100,Male,M,2010,Arizona,4,395
Pancreas,21100,Male,M,2010,Arkansas,5,179
Pancreas,21100,Male,M,2010,California,6,2157
Pancreas,21100,Male,M,2010,Colorado,8,289
Pancreas,21100,Male,M,2010,Connecticut,9,265
Pancreas,21100,Male,M,2010,Delaware,10,64
Pancreas,21100,Male,M,2010,District of Columbia,11,36
Pancreas,21100,Male,M,2010,Florida,12,1533
Pancreas,21100,Male,M,2010,Georgia,13,530
Pancreas,21100,Male,M,2010,Hawaii,15,118
Pancreas,21100,Male,M,2010,Idaho,16,102
Pancreas,21100,Male,M,2010,Illinois,17,888
Pancreas,21100,Male,M,2010,Indiana,18,445
Pancreas,21100,Male,M,2010,Iowa,19,249
Pancreas,21100,Male,M,2010,Kansas,20,172
Pancreas,21100,Male,M,2010,Kentucky,21,332
Pancreas,21100,Male,M,2010,Louisiana,22,307
Pancreas,21100,Male,M,2010,Maine,23,116
Pancreas,21100,Male,M,2010,Maryland,24,385
Pancreas,21100,Male,M,2010,Massachusetts,25,429
Pancreas,21100,Male,M,2010,Michigan,26,760
Pancreas,21100,Male,M,2010,Minnesota,27,334
Pancreas,21100,Male,M,2010,Mississippi,28,208
Pancreas,21100,Male,M,2010,Missouri,29,456
Pancreas,21100,Male,M,2010,Montana,30,83
Pancreas,21100,Male,M,2010,Nebraska,31,112
Pancreas,21100,Male,M,2010,Nevada,32,157
Pancreas,21100,Male,M,2010,New Hampshire,33,108
Pancreas,21100,Male,M,2010,New Jersey,34,678
Pancreas,21100,Male,M,2010,New Mexico,35,124
Pancreas,21100,Male,M,2010,New York,36,1454
Pancreas,21100,Male,M,2010,North Carolina,37,662
Pancreas,21100,Male,M,2010,North Dakota,38,54
Pancreas,21100,Male,M,2010,Ohio,39,856
Pancreas,21100,Male,M,2010,Oklahoma,40,267
Pancreas,21100,Male,M,2010,Oregon,41,262
Pancreas,21100,Male,M,2010,Pennsylvania,42,1069
Pancreas,21100,Male,M,2010,Rhode Island,44,77
Pancreas,21100,Male,M,2010,South Carolina,45,363
Pancreas,21100,Male,M,2010,South Dakota,46,49
Pancreas,21100,Male,M,2010,Tennessee,47,423
Pancreas,21100,Male,M,2010,Texas,48,1369
Pancreas,21100,Male,M,2010,Utah,49,115
Pancreas,21100,Male,M,2010,Vermont,50,41
Pancreas,21100,Male,M,2010,Virginia,51,468
Pancreas,21100,Male,M,2010,Washington,53,424
Pancreas,21100,Male,M,2010,West Virginia,54,125
Pancreas,21100,Male,M,2010,Wisconsin,55,444
Pancreas,21100,Male,M,2010,Wyoming,56,17
Pancreas,21100,Male,M,2011,Alabama,1,391
Pancreas,21100,Male,M,2011,Alaska,2,43
Pancreas,21100,Male,M,2011,Arizona,4,441
Pancreas,21100,Male,M,2011,Arkansas,5,190
Pancreas,21100,Male,M,2011,California,6,2242
Pancreas,21100,Male,M,2011,Colorado,8,290
Pancreas,21100,Male,M,2011,Connecticut,9,289
Pancreas,21100,Male,M,2011,Delaware,10,72
Pancreas,21100,Male,M,2011,District of Columbia,11,50
Pancreas,21100,Male,M,2011,Florida,12,1608
Pancreas,21100,Male,M,2011,Georgia,13,576
Pancreas,21100,Male,M,2011,Hawaii,15,119
Pancreas,21100,Male,M,2011,Idaho,16,98
Pancreas,21100,Male,M,2011,Illinois,17,903
Pancreas,21100,Male,M,2011,Indiana,18,449
Pancreas,21100,Male,M,2011,Iowa,19,227
Pancreas,21100,Male,M,2011,Kansas,20,183
Pancreas,21100,Male,M,2011,Kentucky,21,345
Pancreas,21100,Male,M,2011,Louisiana,22,350
Pancreas,21100,Male,M,2011,Maine,23,122
Pancreas,21100,Male,M,2011,Maryland,24,450
Pancreas,21100,Male,M,2011,Massachusetts,25,466
Pancreas,21100,Male,M,2011,Michigan,26,746
Pancreas,21100,Male,M,2011,Minnesota,27,389
Pancreas,21100,Male,M,2011,Mississippi,28,239
Pancreas,21100,Male,M,2011,Missouri,29,440
Pancreas,21100,Male,M,2011,Montana,30,62
Pancreas,21100,Male,M,2011,Nebraska,31,124
Pancreas,21100,Male,M,2011,Nevada,32,183
Pancreas,21100,Male,M,2011,New Hampshire,33,109
Pancreas,21100,Male,M,2011,New Jersey,34,673
Pancreas,21100,Male,M,2011,New Mexico,35,126
Pancreas,21100,Male,M,2011,New York,36,1533
Pancreas,21100,Male,M,2011,North Carolina,37,649
Pancreas,21100,Male,M,2011,North Dakota,38,45
Pancreas,21100,Male,M,2011,Ohio,39,817
Pancreas,21100,Male,M,2011,Oklahoma,40,242
Pancreas,21100,Male,M,2011,Oregon,41,282
Pancreas,21100,Male,M,2011,Pennsylvania,42,1106
Pancreas,21100,Male,M,2011,Rhode Island,44,82
Pancreas,21100,Male,M,2011,South Carolina,45,367
Pancreas,21100,Male,M,2011,South Dakota,46,47
Pancreas,21100,Male,M,2011,Tennessee,47,442
Pancreas,21100,Male,M,2011,Texas,48,1424
Pancreas,21100,Male,M,2011,Utah,49,132
Pancreas,21100,Male,M,2011,Vermont,50,43
Pancreas,21100,Male,M,2011,Virginia,51,557
Pancreas,21100,Male,M,2011,Washington,53,478
Pancreas,21100,Male,M,2011,West Virginia,54,148
Pancreas,21100,Male,M,2011,Wisconsin,55,462
Pancreas,21100,Male,M,2011,Wyoming,56,31
Pancreas,21100,Male,M,2012,Alabama,1,367
Pancreas,21100,Male,M,2012,Alaska,2,36
Pancreas,21100,Male,M,2012,Arizona,4,531
Pancreas,21100,Male,M,2012,Arkansas,5,191
Pancreas,21100,Male,M,2012,California,6,2272
Pancreas,21100,Male,M,2012,Colorado,8,309
Pancreas,21100,Male,M,2012,Connecticut,9,283
Pancreas,21100,Male,M,2012,Delaware,10,86
Pancreas,21100,Male,M,2012,District of Columbia,11,47
Pancreas,21100,Male,M,2012,Florida,12,1742
Pancreas,21100,Male,M,2012,Georgia,13,657
Pancreas,21100,Male,M,2012,Hawaii,15,120
Pancreas,21100,Male,M,2012,Idaho,16,124
Pancreas,21100,Male,M,2012,Illinois,17,919
Pancreas,21100,Male,M,2012,Indiana,18,497
Pancreas,21100,Male,M,2012,Iowa,19,246
Pancreas,21100,Male,M,2012,Kansas,20,168
Pancreas,21100,Male,M,2012,Kentucky,21,317
Pancreas,21100,Male,M,2012,Louisiana,22,337
Pancreas,21100,Male,M,2012,Maine,23,110
Pancreas,21100,Male,M,2012,Maryland,24,409
Pancreas,21100,Male,M,2012,Massachusetts,25,497
Pancreas,21100,Male,M,2012,Michigan,26,792
Pancreas,21100,Male,M,2012,Minnesota,27,422
Pancreas,21100,Male,M,2012,Mississippi,28,242
Pancreas,21100,Male,M,2012,Missouri,29,437
Pancreas,21100,Male,M,2012,Montana,30,83
Pancreas,21100,Male,M,2012,Nebraska,31,150
Pancreas,21100,Male,M,2012,Nevada,32,178
Pancreas,21100,Male,M,2012,New Hampshire,33,114
Pancreas,21100,Male,M,2012,New Jersey,34,686
Pancreas,21100,Male,M,2012,New Mexico,35,136
Pancreas,21100,Male,M,2012,New York,36,1552
Pancreas,21100,Male,M,2012,North Carolina,37,683
Pancreas,21100,Male,M,2012,North Dakota,38,51
Pancreas,21100,Male,M,2012,Ohio,39,905
Pancreas,21100,Male,M,2012,Oklahoma,40,288
Pancreas,21100,Male,M,2012,Oregon,41,302
Pancreas,21100,Male,M,2012,Pennsylvania,42,1119
Pancreas,21100,Male,M,2012,Rhode Island,44,87
Pancreas,21100,Male,M,2012,South Carolina,45,373
